# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.1615725453673127,2.752572637089718,89.29669600383963,0,3.0,-0.10288426781537646,0.0,0.0,0.00014683909516979618
 0.1192079763238093,2.161834189762749,2.77388684365978,89.29669600383963,0.35762392897142786,2.9999999999999996,-0.10288426781537646,0.000017504391380410645,-2.551441896791526,0.0010701963902324998
 0.16827412014018844,2.162140129071995,2.7950430885241433,89.17150658879252,0.5048223604205653,3.0,-0.10435036323697326,0.00007001480137532829,-3.366511906121218,0.0023374310376381956
 0.20571186063300465,2.1624899954156995,2.816041959274376,89.04547198968518,0.6171355818990139,2.999999999999999,-0.10584106850862507,0.00015752293798228115,-4.043016366355242,0.0039029777041465733
 0.2370961149011393,2.1628834209145147,2.836884043502046,88.91858493603327,0.7112883447034178,3.000000000000001,-0.10735684584189112,0.00028001498265207763,-4.646257457851427,0.00572682611964459
 0.26459068283968623,2.163320037689089,2.857569928798718,88.79083809469839,0.7937720485190586,2.999999999999998,-0.10889816684797926,0.0004374715924708909,-5.203509701823679,0.00778403497654038
 0.28930746678576297,2.1637994778600738,2.8781002027559612,88.6622240696371,0.8679224003572888,3.000000000000002,-0.11046551251584592,0.000629867903214744,-5.729384737998368,0.01005741605626635
 0.3119082649221253,2.164321373548119,2.8984754529653425,88.53273540172805,0.9357247947663759,3.0000000000000027,-0.11205937350926175,0.0008571735332758292,-6.232816715920003,0.012534352646242773
 0.33282510543107097,2.1648853568738744,2.9186962670184284,88.40236456855966,0.9984753162932128,2.9999999999999973,-0.11368025038378692,0.0011193525884601702,-6.71975130497272,0.015205178293150559
 0.3523586533756741,2.165491059957991,2.9387632325067865,88.27110398426815,1.0570759601270223,3.0,-0.11532865368870428,0.001416363667655666,-7.194389696064532,0.018062254632544135
 0.37072824280203176,2.1661381149211185,2.9586769370219845,88.13894599937824,1.1121847284060953,3.000000000000003,-0.11700510428064355,0.0017481598693698279,-7.65983756187071,0.021099403898490136
 0.3880997728950005,2.1668261538839073,2.978437968155589,88.00588290066494,1.1642993186850017,3.000000000000006,-0.11871013343300257,0.0021146887991361518,-8.118473947539686,0.024311538458927955
 0.4046023804666806,2.167554808967008,2.998046913499167,87.87190691102778,1.213807141400042,3.0,-0.12044428309903453,0.002515892577787648,-8.572175013899013,0.027694407596711625
 0.420338960903984,2.16832371229107,3.0175043606442857,87.73701018939893,1.261016882711952,2.9999999999999893,-0.12220810611988231,0.002951707850596766,-9.0224568439283,0.031244417935633897
 0.43539310426015176,2.169132495976745,3.036810897182513,87.60118483064558,1.3061793127804553,3.0000000000000036,-0.12400216643679995,0.0034220657972798183,-9.470570421677628,0.03495850218674813
 0.4498338358134612,2.169980792144681,3.055967110705415,87.46442286552943,1.3495015074403838,3.0000000000000115,-0.12582703927593608,0.003926892142864429,-9.91756699927638,0.03883402075950027
 0.46371895551027265,2.1708682329155304,3.0749735888045606,87.32671626064334,1.391156866530818,2.999999999999996,-0.12768331139972483,0.004466107169418551,-10.364344386474379,0.04286868641038781
 0.47709745173312734,2.1717944504099425,3.093830919071515,87.1880569184165,1.4312923551993821,3.0,-0.12957158146087425,0.005039625728638667,-10.811680553486438,0.04706050546060378
 0.49001128512078523,2.1727590767485676,3.112539689097846,87.04843667710821,1.470033855362356,3.000000000000013,-0.1314924600102397,0.005647357255295868,-11.260258541548051,0.05140773119718532
 0.5024967325679643,2.173761744052056,3.1311004864751215,86.90784731084607,1.507490197703893,2.999999999999978,-0.13344656982532035,0.006289205781537036,-11.710685280833639,0.05590882640735994
 0.514585417198506,2.1748020844410574,3.149513898794908,86.76628052967854,1.543756251595518,3.0,-0.13543454621529505,0.006965069952039311,-12.163506038508261,0.06056243287641401
 0.5263051096590847,2.1758797300362227,3.1677805136487733,86.62372797966484,1.5789153289772542,3.0,-0.13745703716759824,0.007674843040015323,-12.619215678035518,0.06536734627522085
 0.5376803599395615,2.1769943129582026,3.185900918628284,86.48018124298386,1.6130410798186845,2.9999999999999902,-0.13951470369599217,0.008418412964066554,-13.078267547136095,0.07032249527536419
 0.54873300161236,2.1781454653276464,3.203875701325007,86.33563183808438,1.64619900483708,3.0,-0.1416082200630878,0.009195662305882221,-13.541080582014903,0.075426924020526
 0.5594825586628137,2.179332819265205,3.221705449330511,86.19007121984322,1.678447675988441,3.0,-0.14373827386922902,0.010006468328781099,-14.008045041122537,0.08067977729129568
 0.5699465769912706,2.1805560068915275,3.239390750236361,86.04349077978705,1.7098397309738116,2.9999999999999893,-0.14590556665554963,0.010850702997093037,-14.47952718863962,0.0860802878527516
 0.5801408969822222,2.1818146603272655,3.256932191634126,85.89588184630838,1.7404226909466662,3.0,-0.14811081379852362,0.011728232996377206,-14.955873143171535,0.0916277655870889
 0.5900798794758124,2.183108411693069,3.2743303611153722,85.74723568496205,1.770239638427437,3.0,-0.15035474502261248,0.012638919754474075,-15.437412081038122,0.09732158809754517
 0.5997765945352458,2.184436893109587,3.2915858462716674,85.59754349875718,1.7993297836057371,3.0,-0.1526381046118044,0.013582619463387513,-15.924458913072876,0.10316119253457248
 0.6092429802430208,2.185799736697471,3.3086992346945783,85.4467964284984,1.8277289407290622,3.0,-0.15496165158707118,0.014559183101993818,-16.417316541438186,0.10914606844397841
